N,P,K,soil_type,soil_moisture,temperature,humidity,ph,rainfall,season,water_availability,water_ph,location,label
71,37,24,laterite,low,34.7,46.0,6.3,46.7,kharif,low,6.5,Western Maharashtra,bajra
22,79,32,alluvial,medium,24.7,56.5,6.7,108.4,kharif,medium,6.4,Western Maharashtra,groundnut
203,87,124,black,medium,30.6,63.2,6.7,192.5,rabi,high,7.7,Marathwada,sugarcane
180,119,121,alluvial,high,32.5,82.2,6.6,218.4,rabi,high,6.8,Western Maharashtra,sugarcane
146,95,198,red,medium,17.1,39.5,7.8,43.8,rabi,medium,6.9,Western Maharashtra,grapes
96,35,36,black,low,26.2,63.1,6.6,41.3,kharif,low,7.3,Western Maharashtra,jowar
39,79,58,alluvial,medium,30.6,55.9,6.6,87.9,kharif,medium,7.6,Khandesh,groundnut
45,52,41,alluvial,medium,26.1,60.1,6.5,55.9,kharif,medium,7.4,Western Maharashtra,soybean
81,59,99,red,medium,33.4,62.9,5.6,145.4,zaid,low,6.7,Western Maharashtra,mango
111,40,36,alluvial,high,36.0,77.5,6.3,245.1,kharif,high,6.5,Western Maharashtra,rice
116,72,88,red,low,29.1,44.8,8.4,46.9,rabi,low,7.8,Western Maharashtra,pomegranate
111,63,118,red,low,26.7,56.7,7.0,81.0,rabi,medium,7.7,Khandesh,onion
131,77,112,alluvial,medium,26.4,68.1,6.0,128.2,kharif,medium,6.9,Marathwada,turmeric
68,43,27,black,medium,22.2,37.7,5.3,71.6,kharif,low,7.2,Western Maharashtra,jowar
123,50,95,red,medium,28.4,69.0,7.2,69.2,zaid,medium,6.6,Marathwada,tomato
51,66,44,red,medium,32.1,46.0,6.2,72.1,kharif,medium,6.9,Khandesh,groundnut
114,76,102,black,medium,20.0,66.3,6.8,169.8,kharif,high,7.1,Western Maharashtra,turmeric
48,38,20,black,low,33.5,29.9,6.7,69.8,kharif,low,7.1,Marathwada,bajra
118,63,133,black,medium,18.8,81.9,6.5,143.8,kharif,high,6.2,Marathwada,turmeric
100,51,72,laterite,medium,29.5,80.3,6.5,228.2,zaid,medium,6.0,Konkan,mango
155,79,97,black,high,21.4,86.0,6.8,174.7,kharif,high,5.9,Marathwada,turmeric
58,48,69,laterite,low,19.5,80.4,5.6,209.9,zaid,medium,5.6,Konkan,cashew
115,62,119,black,high,26.3,67.1,5.7,181.4,kharif,high,5.9,Marathwada,turmeric
33,59,34,red,medium,28.4,48.6,6.4,58.6,kharif,low,7.0,Vidarbha,tur
116,68,44,black,medium,26.5,56.8,6.1,53.4,rabi,medium,6.9,Vidarbha,maize
124,70,56,alluvial,high,27.9,77.0,6.4,189.7,kharif,high,7.5,Western Maharashtra,rice
73,50,65,laterite,medium,30.5,58.4,6.1,219.5,zaid,low,5.7,Konkan,cashew
50,22,33,red,low,24.0,55.3,5.7,84.2,rabi,medium,6.8,Vidarbha,jowar
141,68,118,black,high,28.7,77.3,5.8,219.9,kharif,high,6.1,Marathwada,turmeric
97,65,102,alluvial,high,28.0,63.6,7.2,40.7,zaid,medium,6.6,Western Maharashtra,watermelon
169,118,124,alluvial,high,30.5,68.0,6.4,205.3,rabi,high,7.0,Western Maharashtra,sugarcane
40,13,13,laterite,low,26.9,32.5,6.5,44.1,kharif,low,6.7,Marathwada,bajra
110,28,30,alluvial,high,29.4,78.9,6.4,174.6,kharif,high,6.8,Western Maharashtra,rice
61,37,9,red,low,27.3,45.2,5.7,58.2,kharif,low,6.6,Khandesh,bajra
82,40,34,black,low,21.9,55.8,6.9,56.1,kharif,low,7.4,Khandesh,bajra
134,75,90,black,low,20.1,56.1,6.0,21.8,kharif,medium,7.7,Khandesh,onion
126,66,75,black,medium,26.3,63.9,6.7,100.2,kharif,medium,7.7,Vidarbha,maize
118,70,51,alluvial,medium,24.0,54.8,6.5,93.1,kharif,medium,6.9,Marathwada,maize
110,50,84,red,medium,24.6,60.0,6.9,130.5,zaid,medium,6.8,Konkan,mango
129,72,176,red,medium,21.9,61.4,7.3,52.0,rabi,medium,7.3,Marathwada,grapes
113,52,39,black,medium,18.0,70.4,6.5,34.4,rabi,medium,7.3,Vidarbha,wheat
45,56,22,black,medium,30.9,55.6,6.4,70.1,kharif,low,7.0,Marathwada,tur
127,69,144,alluvial,medium,18.2,67.4,5.6,75.9,rabi,medium,7.2,Western Maharashtra,potato
162,63,118,red,medium,29.3,50.7,6.7,51.8,rabi,medium,6.4,Marathwada,tomato
81,48,50,laterite,low,30.0,75.9,4.9,244.7,zaid,low,5.8,Konkan,cashew
165,125,82,black,high,27.6,70.1,7.1,203.4,kharif,high,7.4,Marathwada,sugarcane
139,74,118,alluvial,medium,20.3,77.9,6.9,272.6,kharif,medium,5.9,Western Maharashtra,turmeric
94,44,81,black,medium,24.5,62.2,6.4,121.2,rabi,medium,6.7,Western Maharashtra,maize
99,70,40,alluvial,high,24.3,78.4,5.3,222.5,kharif,high,6.2,Konkan,rice
123,66,114,alluvial,medium,26.0,73.3,5.2,157.8,kharif,high,7.0,Western Maharashtra,turmeric
51,72,52,alluvial,medium,30.5,58.1,7.2,130.0,kharif,medium,7.3,Western Maharashtra,groundnut
133,81,105,black,low,26.0,30.2,7.7,60.0,rabi,low,6.9,Marathwada,pomegranate
180,83,85,alluvial,high,26.7,82.2,8.0,224.1,kharif,high,7.5,Western Maharashtra,sugarcane
100,53,118,alluvial,medium,33.9,53.6,6.6,74.7,zaid,medium,7.0,Western Maharashtra,watermelon
160,55,136,red,medium,24.5,58.7,6.6,76.0,kharif,medium,7.4,Western Maharashtra,tomato
94,63,118,laterite,medium,30.4,70.5,7.8,152.6,zaid,low,6.7,Western Maharashtra,mango
109,66,28,red,medium,21.9,59.7,6.6,40.0,kharif,medium,7.0,Marathwada,cotton
123,50,49,black,medium,25.4,52.2,6.7,52.9,rabi,medium,7.0,Vidarbha,wheat
104,75,53,alluvial,high,29.9,90.5,6.1,299.8,kharif,high,7.0,Western Maharashtra,rice
150,50,98,alluvial,medium,31.2,85.7,5.7,258.0,kharif,medium,6.5,Marathwada,turmeric
16,44,50,alluvial,medium,33.6,51.8,7.0,81.7,kharif,medium,7.3,Western Maharashtra,groundnut
117,56,145,black,medium,23.1,80.7,5.9,141.6,kharif,high,7.0,Western Maharashtra,turmeric
146,89,132,red,medium,20.7,62.0,6.7,66.2,rabi,medium,7.1,Western Maharashtra,potato
127,49,176,red,medium,25.2,29.5,6.4,46.0,rabi,medium,7.1,Western Maharashtra,grapes
107,49,42,black,medium,24.8,41.1,7.5,51.8,kharif,medium,6.3,Marathwada,jowar
127,74,135,red,medium,25.3,66.8,8.1,42.6,rabi,medium,7.1,Marathwada,grapes
130,74,144,red,medium,24.1,59.5,5.4,66.5,rabi,medium,6.5,Western Maharashtra,potato
151,69,131,black,medium,23.7,51.1,6.9,91.2,rabi,medium,7.2,Vidarbha,orange
82,39,41,black,low,34.5,61.3,6.0,121.7,kharif,medium,7.8,Khandesh,cotton
137,60,127,red,medium,28.2,60.3,6.9,104.2,rabi,medium,6.7,Western Maharashtra,grapes
80,41,24,black,low,27.3,44.7,6.9,33.5,kharif,medium,7.3,Marathwada,jowar
70,72,90,red,medium,27.9,54.2,6.4,35.5,rabi,medium,6.2,Marathwada,grapes
68,44,29,red,medium,18.0,45.8,7.2,60.5,kharif,medium,7.2,Vidarbha,jowar
147,90,96,red,medium,26.2,68.1,6.8,94.2,zaid,medium,6.9,Marathwada,tomato
163,63,96,red,medium,21.9,63.9,5.9,82.8,rabi,medium,5.7,Western Maharashtra,potato
144,49,108,black,medium,25.2,60.1,7.3,148.5,kharif,high,6.8,Western Maharashtra,turmeric
137,62,57,red,medium,18.3,67.2,7.2,84.2,kharif,medium,6.9,Marathwada,maize
46,30,19,laterite,low,32.0,33.9,6.9,60.0,kharif,low,6.4,Khandesh,bajra
71,61,40,alluvial,medium,30.1,68.8,6.9,52.1,kharif,medium,7.2,Vidarbha,soybean
51,60,28,black,medium,22.1,67.9,7.0,69.8,kharif,medium,7.4,Western Maharashtra,soybean
103,45,25,black,medium,24.3,63.0,6.2,89.7,kharif,medium,7.0,Khandesh,cotton
47,82,43,black,medium,25.0,77.3,5.8,50.7,kharif,medium,6.2,Vidarbha,soybean
95,62,29,alluvial,medium,19.8,56.7,5.8,46.9,rabi,medium,7.4,Vidarbha,wheat
55,72,41,black,medium,24.8,68.1,6.5,90.9,kharif,medium,7.3,Vidarbha,soybean
188,113,105,alluvial,medium,32.7,57.6,7.3,243.0,kharif,high,6.9,Marathwada,sugarcane
58,48,31,laterite,low,36.3,44.6,6.8,56.1,kharif,low,7.1,Khandesh,bajra
14,62,28,red,medium,33.8,33.8,5.9,72.3,kharif,medium,7.2,Vidarbha,tur
113,61,132,red,medium,26.3,70.2,7.2,75.9,kharif,medium,7.2,Khandesh,onion
121,53,104,red,medium,33.5,66.8,6.6,133.4,zaid,low,6.7,Western Maharashtra,mango
27,53,22,red,medium,30.1,45.7,6.0,47.8,kharif,low,6.6,Marathwada,tur
50,35,23,black,low,26.4,53.1,6.8,62.9,kharif,low,7.1,Khandesh,bajra
55,50,29,alluvial,medium,17.6,70.4,6.3,110.0,kharif,medium,6.5,Vidarbha,soybean
196,107,107,alluvial,medium,33.7,69.1,7.1,189.9,kharif,high,6.8,Western Maharashtra,sugarcane
48,48,39,black,low,37.1,64.7,5.8,57.7,rabi,low,7.1,Western Maharashtra,jowar
35,56,32,alluvial,medium,28.4,53.4,6.8,96.6,kharif,medium,7.0,Khandesh,groundnut
62,44,34,red,low,20.0,43.9,7.7,75.4,rabi,low,7.5,Marathwada,jowar
125,69,105,black,high,22.9,80.5,5.7,160.9,kharif,high,6.7,Western Maharashtra,turmeric
53,27,33,red,low,28.2,26.0,7.2,48.0,kharif,low,7.6,Marathwada,bajra
148,70,81,alluvial,medium,19.1,62.5,7.1,83.1,rabi,medium,7.3,Marathwada,maize
116,36,57,alluvial,medium,18.3,34.5,6.4,55.7,rabi,medium,6.7,Vidarbha,wheat
127,69,110,black,medium,33.0,73.7,6.4,165.1,kharif,medium,6.8,Marathwada,turmeric
145,62,82,black,high,25.5,71.0,6.3,154.3,kharif,high,6.7,Marathwada,turmeric
115,73,150,black,medium,35.2,55.9,6.9,86.2,rabi,medium,6.6,Vidarbha,orange
121,82,188,red,medium,24.6,60.0,5.9,80.5,rabi,medium,6.8,Western Maharashtra,potato
107,43,33,black,medium,15.9,70.4,6.5,68.5,rabi,medium,6.8,Vidarbha,wheat
134,88,85,black,medium,22.4,80.1,5.7,128.8,kharif,high,6.0,Marathwada,turmeric
53,50,51,alluvial,medium,25.7,66.5,6.6,62.2,kharif,medium,7.0,Western Maharashtra,soybean
29,45,28,red,medium,31.1,37.6,7.0,36.6,kharif,low,8.1,Vidarbha,tur
124,63,70,alluvial,medium,28.0,67.9,6.5,53.4,kharif,medium,5.8,Marathwada,maize
96,57,47,black,high,34.8,89.3,4.8,261.6,kharif,high,6.0,Konkan,rice
39,36,44,black,medium,22.3,59.0,6.4,96.2,kharif,medium,8.0,Western Maharashtra,soybean
145,74,132,alluvial,medium,17.4,65.5,6.1,57.8,rabi,medium,6.5,Western Maharashtra,potato
93,60,105,red,medium,27.2,72.4,6.3,98.2,kharif,medium,7.0,Western Maharashtra,tomato
113,54,18,black,medium,23.3,49.1,6.8,115.3,kharif,low,8.1,Marathwada,cotton
99,53,59,alluvial,medium,20.2,55.7,6.9,53.5,rabi,medium,7.2,Western Maharashtra,wheat
41,76,39,red,medium,31.5,48.2,5.7,83.8,kharif,medium,6.6,Khandesh,groundnut
90,56,72,red,low,26.1,82.2,6.9,241.0,zaid,medium,6.2,Konkan,mango
25,49,33,red,low,29.6,54.7,5.2,57.6,kharif,medium,6.9,Marathwada,tur
138,54,109,red,medium,22.1,74.7,7.1,71.8,zaid,medium,6.4,Marathwada,tomato
50,48,30,red,medium,25.3,44.7,7.3,69.1,rabi,low,7.1,Western Maharashtra,jowar
110,96,128,black,high,32.3,73.2,7.3,172.2,kharif,high,7.3,Marathwada,sugarcane
20,52,21,black,medium,27.8,38.0,5.8,49.4,kharif,medium,6.9,Vidarbha,tur
133,84,103,black,high,25.6,92.6,5.9,168.5,kharif,medium,6.3,Marathwada,turmeric
121,69,100,alluvial,low,22.4,32.0,7.2,38.9,rabi,medium,7.6,Western Maharashtra,pomegranate
115,53,102,red,medium,40.0,47.4,7.2,61.1,rabi,medium,6.9,Vidarbha,orange
133,36,34,black,low,32.5,66.9,7.4,120.2,kharif,medium,7.5,Vidarbha,cotton
65,74,22,alluvial,medium,14.1,47.7,7.2,10.0,rabi,medium,7.0,Vidarbha,wheat
130,88,156,red,medium,14.5,67.2,5.8,87.8,rabi,medium,7.3,Western Maharashtra,potato
138,63,35,alluvial,medium,11.3,51.8,6.7,27.2,rabi,medium,7.0,Western Maharashtra,wheat
89,78,188,black,medium,21.3,48.8,8.2,58.2,rabi,medium,7.0,Western Maharashtra,grapes
55,47,29,laterite,low,32.5,48.3,7.6,25.7,kharif,low,6.7,Khandesh,bajra
138,83,170,alluvial,medium,24.4,62.9,5.9,100.5,rabi,medium,6.3,Vidarbha,potato
87,80,176,laterite,medium,24.7,69.1,6.9,48.4,rabi,medium,7.1,Marathwada,grapes
103,57,83,red,medium,20.1,44.3,6.3,98.1,rabi,medium,7.4,Vidarbha,maize
208,99,85,alluvial,medium,25.4,80.5,7.0,195.2,kharif,high,7.9,Western Maharashtra,sugarcane
73,49,84,red,high,30.6,61.9,6.0,53.6,zaid,medium,7.5,Western Maharashtra,watermelon
41,31,24,black,low,29.5,24.2,6.4,40.5,kharif,low,7.3,Khandesh,bajra
111,33,51,black,high,19.4,92.1,5.5,282.9,kharif,high,6.1,Vidarbha,rice
48,61,34,red,medium,26.2,57.9,6.9,75.1,kharif,low,7.0,Vidarbha,tur
66,57,58,alluvial,medium,22.7,51.4,6.5,52.7,kharif,medium,6.7,Western Maharashtra,groundnut
71,44,49,laterite,high,23.1,83.1,6.0,263.5,kharif,high,6.8,Konkan,rice
136,96,108,alluvial,medium,22.4,70.1,5.7,61.1,rabi,medium,6.2,Western Maharashtra,potato
134,59,24,black,low,29.0,51.6,5.9,74.0,kharif,medium,7.4,Vidarbha,cotton
24,50,48,black,medium,27.1,62.1,6.1,54.6,kharif,medium,6.7,Western Maharashtra,soybean
103,86,117,black,medium,20.5,41.3,7.6,88.0,rabi,medium,6.7,Western Maharashtra,grapes
121,39,45,black,medium,19.6,46.5,7.2,62.5,rabi,medium,6.9,Western Maharashtra,wheat
37,91,42,alluvial,medium,20.2,75.3,6.7,82.8,kharif,medium,7.5,Marathwada,soybean
135,73,131,black,medium,24.5,62.7,5.8,256.8,kharif,medium,6.8,Western Maharashtra,turmeric
123,74,140,alluvial,medium,16.5,74.8,5.4,97.9,rabi,medium,7.3,Vidarbha,potato
113,47,34,red,low,30.3,56.5,6.4,80.2,kharif,medium,5.8,Vidarbha,cotton
84,57,155,black,low,32.3,32.8,7.2,41.6,zaid,low,7.2,Marathwada,pomegranate
94,54,51,alluvial,medium,11.6,61.1,6.0,45.4,rabi,medium,7.6,Vidarbha,wheat
124,74,71,alluvial,medium,23.7,54.3,6.3,65.2,rabi,medium,7.7,Marathwada,maize
135,51,43,alluvial,medium,24.4,49.1,7.7,58.1,rabi,medium,5.8,Vidarbha,wheat
49,80,32,alluvial,medium,16.0,67.1,6.8,44.6,kharif,medium,6.5,Western Maharashtra,soybean
100,47,53,alluvial,medium,20.2,45.1,7.2,45.9,rabi,medium,6.8,Vidarbha,wheat
164,91,127,black,medium,30.8,97.2,7.4,172.5,kharif,high,8.2,Western Maharashtra,sugarcane
110,104,110,black,medium,30.8,81.9,7.5,194.5,rabi,high,7.3,Marathwada,sugarcane
28,71,36,alluvial,medium,35.0,60.2,6.5,87.5,kharif,medium,6.5,Western Maharashtra,groundnut
115,59,23,black,low,33.2,68.2,7.4,73.5,kharif,medium,7.4,Vidarbha,cotton
35,51,52,black,medium,23.7,64.5,6.9,86.3,kharif,medium,6.7,Vidarbha,soybean
120,76,80,alluvial,low,23.1,61.2,6.7,89.7,kharif,medium,7.2,Khandesh,onion
111,63,113,red,medium,31.4,60.5,5.8,36.8,zaid,medium,6.4,Western Maharashtra,watermelon
20,58,26,black,low,28.2,50.4,6.6,63.6,kharif,low,6.4,Vidarbha,tur
116,68,109,red,medium,27.0,42.7,7.2,42.4,rabi,medium,7.1,Marathwada,pomegranate
95,74,139,alluvial,low,36.0,41.7,7.9,78.7,rabi,medium,7.7,Western Maharashtra,pomegranate
139,56,162,laterite,medium,22.8,44.7,6.8,80.5,rabi,medium,6.8,Marathwada,grapes
63,36,26,black,medium,23.2,38.8,6.9,96.9,kharif,low,7.5,Western Maharashtra,jowar
133,77,105,black,medium,25.0,48.4,6.5,86.6,rabi,medium,6.4,Marathwada,tomato
128,32,53,alluvial,medium,25.2,44.4,7.8,39.6,rabi,medium,7.2,Vidarbha,wheat
69,33,41,black,low,23.7,38.4,6.4,49.6,kharif,medium,7.3,Marathwada,jowar
150,88,162,red,medium,18.7,66.5,6.0,74.8,rabi,medium,6.8,Western Maharashtra,potato
111,24,61,alluvial,medium,19.2,37.1,6.1,64.9,rabi,medium,7.3,Vidarbha,wheat
121,67,65,black,medium,26.2,50.1,6.9,103.9,kharif,medium,7.9,Western Maharashtra,onion
92,58,43,black,medium,14.1,57.2,6.4,27.5,rabi,medium,6.7,Western Maharashtra,wheat
111,95,146,red,medium,31.8,46.2,6.4,83.4,rabi,medium,6.3,Marathwada,grapes
83,72,134,black,medium,23.6,44.3,6.0,55.5,rabi,medium,6.4,Marathwada,tomato
140,62,57,laterite,low,25.9,67.2,6.8,137.9,zaid,medium,6.6,Konkan,mango
45,53,44,alluvial,medium,22.2,76.1,6.5,61.5,kharif,medium,6.7,Marathwada,soybean
100,83,214,laterite,medium,34.7,31.4,6.5,44.5,rabi,medium,6.4,Western Maharashtra,grapes
141,65,104,red,medium,20.9,47.7,8.1,78.3,rabi,medium,6.9,Marathwada,grapes
81,46,27,red,medium,26.8,38.9,6.5,57.0,kharif,medium,6.8,Western Maharashtra,jowar
58,63,54,alluvial,medium,23.3,72.2,6.6,60.9,kharif,medium,7.2,Vidarbha,soybean
94,67,97,alluvial,medium,28.8,39.3,6.6,10.0,zaid,medium,6.9,Western Maharashtra,watermelon
140,70,37,laterite,high,29.6,81.5,7.0,344.1,kharif,high,6.4,Western Maharashtra,rice
119,41,86,laterite,low,32.1,70.2,7.6,221.3,zaid,medium,6.4,Konkan,mango
127,52,52,alluvial,high,33.3,75.9,6.3,185.9,kharif,high,5.8,Western Maharashtra,rice
38,32,34,black,low,29.5,59.0,6.1,29.1,kharif,medium,7.2,Vidarbha,tur
124,58,116,laterite,low,28.5,85.5,6.4,237.9,zaid,medium,6.3,Konkan,mango
125,82,106,alluvial,high,19.6,90.9,5.3,158.0,kharif,high,6.6,Marathwada,turmeric
101,60,132,red,medium,29.5,58.8,7.0,52.4,zaid,medium,8.0,Western Maharashtra,watermelon
30,66,24,black,low,31.5,50.1,5.8,59.8,kharif,medium,6.9,Vidarbha,tur
78,44,39,red,low,28.5,39.1,5.0,29.2,kharif,medium,7.4,Western Maharashtra,jowar
135,59,89,alluvial,low,16.4,64.1,6.9,67.9,kharif,medium,7.1,Western Maharashtra,onion
66,18,22,red,low,28.7,59.5,6.9,33.8,kharif,low,6.6,Marathwada,bajra
114,51,85,red,medium,20.9,57.7,7.8,91.6,rabi,medium,7.6,Western Maharashtra,maize
103,32,24,red,low,36.3,37.2,5.8,56.9,kharif,medium,6.8,Marathwada,jowar
117,74,127,black,medium,21.8,54.2,7.4,57.0,rabi,medium,7.0,Western Maharashtra,grapes
70,48,33,alluvial,medium,23.8,75.6,7.1,67.6,kharif,medium,7.0,Western Maharashtra,soybean
87,38,76,red,low,26.4,82.4,6.0,183.9,zaid,medium,5.4,Konkan,cashew
130,45,10,red,low,28.2,67.4,7.0,106.6,kharif,low,6.5,Khandesh,cotton
117,80,188,laterite,medium,26.1,49.0,6.3,58.6,rabi,medium,6.0,Western Maharashtra,grapes
128,91,157,alluvial,medium,25.2,70.9,5.8,51.6,rabi,medium,7.3,Western Maharashtra,potato
123,80,121,black,medium,16.1,66.1,7.6,71.6,rabi,medium,7.3,Khandesh,onion
175,101,84,black,high,24.7,58.1,7.8,241.4,kharif,high,7.6,Western Maharashtra,sugarcane
88,24,54,red,medium,19.6,66.1,5.0,157.9,zaid,medium,5.6,Konkan,cashew
137,68,82,red,medium,25.3,57.7,7.3,92.8,rabi,medium,6.8,Vidarbha,orange
102,77,89,black,medium,29.7,63.9,6.6,56.9,kharif,medium,6.5,Western Maharashtra,tomato
141,68,120,red,medium,20.6,57.4,8.3,61.8,rabi,medium,7.1,Western Maharashtra,grapes
131,86,56,red,medium,21.7,74.5,6.3,119.1,rabi,medium,7.6,Marathwada,maize
126,121,103,black,medium,29.0,76.1,7.9,191.0,rabi,high,8.1,Western Maharashtra,sugarcane
144,102,121,black,medium,32.5,77.0,7.1,222.6,rabi,high,7.3,Marathwada,sugarcane
47,66,28,red,medium,29.0,59.9,5.7,58.3,kharif,low,6.8,Marathwada,tur
112,112,103,black,medium,29.1,74.7,7.4,162.4,kharif,high,7.8,Western Maharashtra,sugarcane
113,71,38,black,medium,15.4,44.8,7.1,68.4,rabi,medium,6.4,Vidarbha,wheat
69,53,59,laterite,medium,21.9,88.9,5.8,258.7,zaid,medium,6.8,Konkan,cashew
96,38,47,black,high,28.0,86.1,5.2,305.4,kharif,high,5.8,Western Maharashtra,rice
145,60,89,red,medium,28.3,52.9,5.7,104.1,rabi,medium,6.4,Vidarbha,maize
87,41,52,alluvial,high,29.1,88.4,6.1,148.8,kharif,high,5.9,Vidarbha,rice
113,81,105,alluvial,high,29.3,73.1,5.7,187.9,kharif,medium,6.8,Western Maharashtra,turmeric
160,91,97,black,high,33.2,71.8,7.8,200.9,kharif,high,7.1,Marathwada,sugarcane
96,79,118,red,medium,26.1,43.4,7.4,72.5,rabi,medium,7.1,Marathwada,grapes
160,32,137,laterite,medium,20.8,46.4,6.7,73.3,rabi,medium,7.1,Western Maharashtra,grapes
149,53,117,red,medium,26.8,61.3,7.1,96.2,rabi,medium,6.5,Vidarbha,orange
112,90,107,alluvial,medium,22.0,64.8,6.7,87.7,rabi,medium,6.4,Marathwada,tomato
57,64,51,black,medium,25.7,66.6,6.0,73.5,kharif,medium,7.4,Vidarbha,soybean
86,62,91,alluvial,low,21.3,52.6,6.2,66.8,kharif,medium,7.5,Western Maharashtra,onion
118,70,107,red,medium,16.0,49.2,7.3,110.9,kharif,medium,6.6,Western Maharashtra,tomato
221,126,133,alluvial,medium,28.8,79.5,6.4,224.9,rabi,high,7.4,Western Maharashtra,sugarcane
86,38,15,black,low,22.4,57.3,6.7,86.2,kharif,low,7.4,Marathwada,jowar
63,34,25,black,low,28.4,50.8,7.7,30.7,kharif,low,7.1,Khandesh,bajra
107,48,139,red,medium,32.0,45.5,6.3,47.8,zaid,medium,6.6,Western Maharashtra,watermelon
72,21,34,red,medium,26.7,54.9,7.0,89.3,kharif,low,7.0,Vidarbha,jowar
104,55,81,laterite,medium,30.1,71.6,6.4,244.3,zaid,low,6.9,Konkan,mango
76,45,61,red,medium,25.0,83.3,5.6,195.9,zaid,low,5.7,Konkan,cashew
123,53,123,black,medium,32.2,59.1,6.0,103.0,rabi,medium,6.5,Vidarbha,orange
70,45,14,black,medium,25.7,43.5,7.4,47.0,rabi,low,6.8,Western Maharashtra,jowar
98,66,117,black,medium,26.2,55.6,6.5,92.0,rabi,medium,7.3,Western Maharashtra,tomato
136,62,150,black,low,31.5,54.7,6.8,130.0,kharif,medium,6.5,Khandesh,onion
69,34,42,red,low,28.0,86.5,5.4,262.9,zaid,medium,4.8,Konkan,cashew
97,47,38,red,low,30.9,47.1,7.0,50.4,kharif,low,7.0,Khandesh,cotton
60,45,57,laterite,low,29.7,61.3,4.4,231.6,zaid,low,6.3,Konkan,cashew
230,99,134,alluvial,medium,25.4,56.5,6.4,90.0,rabi,high,8.0,Marathwada,sugarcane
126,53,80,red,medium,21.9,55.1,7.0,75.6,rabi,medium,6.3,Western Maharashtra,tomato
151,56,112,black,medium,24.4,55.2,6.5,74.9,zaid,medium,6.3,Marathwada,tomato
126,46,27,red,low,30.2,66.3,6.9,93.2,kharif,medium,6.2,Khandesh,cotton
23,71,42,red,medium,22.6,59.9,6.6,101.2,kharif,medium,7.2,Western Maharashtra,groundnut
95,48,103,red,high,32.5,40.9,6.2,55.3,zaid,medium,6.5,Khandesh,watermelon
108,63,42,black,medium,13.9,63.1,7.4,46.4,rabi,medium,7.1,Western Maharashtra,wheat
113,66,104,alluvial,low,20.6,63.4,6.7,105.0,kharif,medium,7.3,Khandesh,onion
51,74,48,alluvial,medium,26.0,63.4,6.5,82.9,kharif,medium,7.1,Western Maharashtra,soybean
38,49,36,alluvial,medium,26.4,53.1,7.2,65.0,kharif,medium,6.8,Western Maharashtra,groundnut
113,60,139,black,medium,36.8,57.3,7.5,76.2,rabi,medium,6.1,Western Maharashtra,grapes
74,58,84,red,medium,32.2,57.7,6.9,22.0,zaid,medium,7.6,Western Maharashtra,watermelon
97,81,154,red,medium,23.2,61.4,7.3,90.2,rabi,medium,7.0,Western Maharashtra,grapes
98,62,97,laterite,low,27.4,57.6,7.6,256.1,zaid,low,6.8,Western Maharashtra,mango
85,59,145,alluvial,medium,25.7,58.5,6.9,100.2,kharif,medium,7.3,Marathwada,tomato
117,73,86,alluvial,medium,25.7,66.3,7.9,117.4,kharif,medium,6.9,Vidarbha,maize
130,63,158,black,medium,25.4,54.8,8.2,69.2,zaid,low,7.3,Marathwada,pomegranate
48,94,76,red,medium,27.0,52.3,6.4,102.3,kharif,medium,6.6,Khandesh,groundnut
71,52,119,red,medium,26.0,60.7,5.7,41.6,zaid,medium,7.9,Western Maharashtra,watermelon
99,90,83,red,medium,25.2,58.3,7.7,96.0,rabi,medium,6.1,Marathwada,maize
119,51,41,alluvial,high,22.9,91.2,5.3,207.1,kharif,high,6.6,Konkan,rice
31,65,37,alluvial,medium,28.4,55.5,7.0,89.4,kharif,medium,7.0,Western Maharashtra,groundnut
118,54,85,red,medium,28.3,73.9,6.2,199.7,zaid,medium,7.3,Konkan,mango
117,72,33,laterite,high,23.8,84.2,4.5,247.2,kharif,high,5.6,Vidarbha,rice
147,64,175,red,medium,27.2,47.0,6.5,63.1,rabi,medium,7.1,Marathwada,grapes
86,58,108,alluvial,medium,27.1,60.6,6.6,51.7,rabi,medium,7.1,Marathwada,tomato
121,54,143,red,medium,34.0,47.0,6.1,95.1,rabi,medium,6.7,Vidarbha,orange
111,61,112,alluvial,medium,27.8,59.5,6.7,59.3,zaid,medium,7.8,Western Maharashtra,watermelon
115,55,29,red,low,29.3,63.2,5.5,68.6,kharif,low,6.9,Khandesh,cotton
137,33,37,red,low,31.7,50.2,6.5,65.7,kharif,low,6.9,Vidarbha,cotton
92,72,96,red,low,26.4,72.0,6.1,121.9,zaid,medium,6.6,Konkan,mango
117,53,62,red,medium,23.9,64.9,5.9,84.0,rabi,medium,7.1,Western Maharashtra,maize
116,42,30,red,medium,29.4,78.8,7.3,122.7,kharif,medium,6.6,Vidarbha,cotton
180,106,111,black,high,20.0,65.3,7.3,230.8,kharif,high,7.4,Marathwada,sugarcane
111,48,30,red,medium,26.9,73.3,8.1,75.2,kharif,low,6.3,Marathwada,cotton
111,49,90,red,medium,33.6,55.4,6.1,159.9,zaid,low,7.6,Konkan,mango
150,102,86,alluvial,high,27.3,76.8,8.4,205.0,kharif,high,7.9,Western Maharashtra,sugarcane
59,49,14,black,low,27.4,44.2,5.7,44.4,kharif,low,6.8,Marathwada,bajra
48,52,30,alluvial,medium,32.6,53.9,6.6,103.3,kharif,medium,6.7,Western Maharashtra,groundnut
